loudness,speechiness,acousticness,liveness,valence
-4.338,0.27,0.152,0.247,0.477
-6.887,0.109,0.0248,0.0405,0.629
-5.785,0.117,0.0507,0.157,0.534
-5.559,0.169,0.00798,0.495,0.794
-3.727,0.0439,0.0492,0.0877,0.782
-7.033,0.0466,0.00374,0.118,0.444
-6.534,0.0816,0.096,0.0396,0.839
-4.802,0.0294,0.352,0.0655,0.739
-7.448,0.277,0.0241,0.123,0.329
-6.382,0.0434,0.00952,0.0998,0.55
-5.029,0.23,0.00647,0.29,0.626
-8.502,0.137,0.0195,0.0322,0.758
-7.041,0.141,0.0949,0.282,0.645
-7.702,0.0612,0.0986,0.131,0.609
-6.087,0.026,0.527,0.123,0.182
-5.881,0.224,0.277,0.682,0.808
-4.088,0.0276,0.000731,0.414,0.522
-7.737,0.241,0.0358,0.307,0.84
-4.154,0.0405,0.142,0.118,0.372
-5.894,0.357,0.216,0.166,0.633
-5.369,0.0555,0.00461,0.371,0.493
-7.994,0.428,0.0351,0.0932,0.622
-6.556,0.211,0.00928,0.205,0.48
-4.941,0.341,0.0071,0.0743,0.355
-5.045,0.071,0.000738,0.0524,0.566
-5.476,0.352,0.0553,0.273,0.75
-5.316,0.19,0.000182,0.058,0.779
-5.758,0.062,0.175,0.044,0.554
-4.67,0.0294,0.000241,0.0697,0.806
-5.881,0.0998,0.0717,0.262,0.673
-3.918,0.0473,0.0232,0.355,0.879
-8.607,0.0334,0.839,0.227,0.349
-4.912,0.342,0.0114,0.309,0.554
-5.854,0.307,0.082,0.1,0.6
-4.094,0.0524,0.00193,0.293,0.328
-6.66,0.286,0.0825,0.12,0.587
-5.153,0.0309,0.000681,0.107,0.293
-3.198,0.154,0.00523,0.0854,0.449
-3.667,0.0301,0.423,0.131,0.167
-4.365,0.0344,0.0155,0.169,0.332
-6.79,0.27,0.15,0.299,0.612
-5.665,0.0375,0.142,0.145,0.294
-6.869,0.262,0.0259,0.114,0.778
-4.758,0.199,0.0341,0.117,0.407
-5.409,0.0613,0.00185,0.102,0.594
-3.887,0.218,0.0805,0.376,0.883
-4.285,0.0283,0.064,0.1,0.318
-5.938,0.0259,0.00143,0.221,0.733
-6.446,0.0413,0.297,0.0604,0.494
-5.338,0.0431,0.0113,0.146,0.685
-3.161,0.0777,0.0841,0.129,0.269
-5.931,0.416,0.016,0.0831,0.609
-3.607,0.0309,0.0132,0.0701,0.734
-5.134,0.0277,0.0088,0.265,0.33
-2.36,0.0437,0.0193,0.346,0.73
-3.409,0.0276,0.0195,0.342,0.845
-8.336,0.31,0.246,0.189,0.58
-5.386,0.0341,0.0208,0.209,0.238
-4.563,0.12,0.0132,0.108,0.537
-3.14,0.144,0.0491,0.0826,0.586
-3.309,0.238,0.262,0.113,0.25
-6.408,0.0587,0.283,0.0708,0.382
-4.481,0.14,0.0737,0.12,0.672
-12.591,0.0512,0.953,0.0903,0.273
-4.722,0.222,0.00376,0.103,0.511
-9.706,0.0294,0.784,0.0805,0.172
-2.771,0.0363,3.82E-05,0.334,0.816
-4.623,0.0691,0.0065,0.278,0.735
-10.38,0.0688,0.00544,0.193,0.512
-7.788,0.0641,0.328,0.34,0.917
-6.333,0.0399,0.00584,0.0822,0.629
-4.975,0.0305,0.295,0.355,0.149
-6.496,0.114,0.216,0.0855,0.578
-4.554,0.045,5.48E-05,0.176,0.501
-4.08,0.0379,0.269,0.101,0.361
-6.815,0.358,0.544,0.606,0.719
-4.103,0.0752,0.000289,0.222,0.236
-3.495,0.042,0.00379,0.318,0.686
-4.253,0.0432,0.000343,0.548,0.462
-4.606,0.029,0.0548,0.0974,0.591
-5.847,0.272,0.119,0.209,0.57
-4.569,0.0274,0.00462,0.0756,0.46
-6.209,0.0892,0.0759,0.149,0.737
-5.886,0.0357,0.188,0.146,0.225
-4.603,0.134,0.00864,0.0426,0.575
-3.131,0.0334,0.25,0.0723,0.382
-4.296,0.0335,0.205,0.0945,0.253
-4.789,0.0544,0.00253,0.124,0.896
-10.572,0.0293,0.872,0.114,0.298
-4.751,0.0709,0.122,0.573,0.432
-3.502,0.0343,0.191,0.178,0.73
-6.492,0.1,0.181,0.319,0.765
-6.328,0.139,0.0476,0.0543,0.809
-3.425,0.046,0.00022,0.146,0.715
-4.804,0.0425,0.0015,0.292,0.312
-3.988,0.0301,0.00133,0.0551,0.961
-5.166,0.0475,0.317,0.0909,0.932
-3.904,0.0632,0.168,0.0799,0.815
-5.44,0.132,0.0828,0.034,0.418
-4.543,0.0523,0.00102,0.0917,0.324
-4.474,0.202,0.0153,0.0992,0.491
-5.751,0.145,0.267,0.0867,0.425
-7.858,0.153,0.00564,0.408,0.49
-3.74,0.0703,0.00554,0.164,0.418
-5.084,0.0781,0.495,0.289,0.821
-9.387,0.0417,0.0359,0.308,0.352
-2.18,0.0786,0.515,0.0468,0.803
-5.063,0.197,0.0106,0.0842,0.767
-3.688,0.0528,0.00144,0.034,0.886
-4.902,0.0349,0.00101,0.197,0.74
-4.032,0.241,0.123,0.0496,0.674
-6.133,0.039,0.0122,0.82,0.102
-6.632,0.0603,0.278,0.0626,0.724
-5.285,0.0324,0.0141,0.138,0.287
-5.032,0.0623,0.166,0.0855,0.972
-3.386,0.225,0.0506,0.0693,0.551
-4.633,0.0395,0.00541,0.507,0.68
-3.486,0.0456,0.157,0.233,0.861
-7.228,0.087,0.0756,0.328,0.477
-6.349,0.576,0.277,0.495,0.485
-6.886,0.0995,0.33,0.199,0.562
-3.509,0.0518,0.00141,0.0543,0.607
-4.154,0.0405,0.142,0.118,0.372
-4.706,0.191,8.15E-05,0.0871,0.463
-5.881,0.224,0.277,0.682,0.808
-6.447,0.23,0.298,0.103,0.565
-3.647,0.0508,0.114,0.61,0.596
-3.063,0.0632,0.0506,0.184,0.856
-5.454,0.0511,0.0143,0.0466,0.942
-6.065,0.0378,6.52E-05,0.486,0.585
-2.433,0.102,0.000722,0.209,0.669
-5.784,0.0356,0.528,0.0951,0.828
-3.476,0.0538,0.0467,0.311,0.413
-3.696,0.0813,0.0982,0.202,0.706
-6.008,0.47,0.102,0.297,0.703
-2.776,0.0381,0.000418,0.25,0.713
-8.539,0.133,0.0611,0.214,0.405
-7.562,0.248,0.0147,0.0907,0.714
-7.72,0.316,0.0576,0.128,0.831
-5.446,0.134,0.189,0.129,0.821
-5.477,0.183,0.0185,0.148,0.688
-3.004,0.0386,0.0459,0.343,0.693
-5.057,0.0623,0.00511,0.106,0.588
-6.247,0.0549,0.34,0.213,0.852
-3.126,0.0805,0.00725,0.206,0.572
-13.964,0.0373,0.134,0.0861,0.378
-5.165,0.213,0.197,0.205,0.773
-5.757,0.0425,0.409,0.0819,0.439
-4.829,0.0487,0.0523,0.0263,0.706
-5.438,0.0329,0.0258,0.16,0.877
-4.462,0.0395,0.00877,0.271,0.413
-2.429,0.0357,0.00485,0.0577,0.881
-4.07,0.0636,0.000747,0.0327,0.408
-3.677,0.0735,0.00272,0.113,0.731
-5.295,0.029,0.205,0.175,0.254
-6.863,0.222,0.00308,0.352,0.645
-4.04,0.0431,0.000917,0.028,0.365
-5.926,0.126,0.0419,0.0775,0.26
-2.82,0.0512,0.00673,0.0774,0.448
-4.334,0.0403,0.00128,0.137,0.346
-6.957,0.183,0.0917,0.101,0.743
-6.564,0.298,0.0847,0.092,0.483
-2.189,0.0399,0.000665,0.127,0.464
-5.799,0.0454,0.0242,0.364,0.669
-4.713,0.23,0.0125,0.142,0.72
-6.075,0.0687,0.15,0.256,0.769
-6.035,0.0371,0.225,0.226,0.34
-7.928,0.0269,0.0652,0.0789,0.768
-3.318,0.0405,0.271,0.119,0.29
-6.731,0.0652,0.00184,0.466,0.656
-8.137,0.262,0.0108,0.0737,0.594
-6.142,0.0742,0.0104,0.107,0.378
-3.921,0.0323,0.191,0.228,0.168
-5.181,0.43,0.0368,0.0721,0.433
-4.981,0.0664,0.0304,0.113,0.587
-3.049,0.0459,0.00143,0.38,0.396
-6.734,0.0281,0.25,0.184,0.352
-3.51,0.0553,0.0772,0.341,0.529
-4.012,0.0635,0.00166,0.178,0.505
-4.226,0.034,0.0376,0.348,0.348
-7.268,0.0504,0.17,0.058,0.723
-3.674,0.0499,0.116,0.119,0.599
-6.97,0.283,0.329,0.252,0.815
-5.64,0.0791,0.0928,0.139,0.304
-3.173,0.0677,0.00223,0.132,0.696
-7.536,0.0715,0.248,0.0941,0.572
-5.415,0.0285,0.0209,0.134,0.167
-6.017,0.0278,0.0292,0.097,0.101
-5.714,0.145,0.48,0.194,0.727
-4.298,0.0698,0.134,0.145,0.655
-6.126,0.0313,0.107,0.354,0.427
-5.957,0.0756,0.00437,0.0816,0.807
-5.144,0.057,0.0271,0.0648,0.445
-3.988,0.0301,0.00133,0.0551,0.961
-4.515,0.0571,0.0863,0.168,0.722
-6.139,0.0576,0.000337,0.355,0.483
-3.866,0.0445,0.689,0.107,0.85
-9.469,0.0831,0.056,0.137,0.45
-5.503,0.354,0.0213,0.0856,0.354
-7.578,0.0399,0.0381,0.386,0.43
-4.922,0.0652,0.00994,0.234,0.767
-3.956,0.0418,7.95E-05,0.0688,0.861
-5.582,0.0643,0.0336,0.0535,0.542
-3.973,0.0682,0.003,0.0578,0.504
-4.194,0.152,0.262,0.413,0.607
-5.226,0.0622,0.073,0.0889,0.235
-4.949,0.0295,0.000563,0.112,0.836
-6.351,0.0538,0.00499,0.291,0.623
-6.091,0.0353,0.00342,0.0887,0.272
-3.512,0.0414,0.0933,0.143,0.972
-5.762,0.05,0.00165,0.398,0.368
-8.793,0.0732,0.0352,0.147,0.449
-2.18,0.0786,0.515,0.0468,0.803
-5.054,0.216,0.0902,0.0857,0.782
-3.363,0.255,0.071,0.211,0.478
-6.437,0.0738,0.0225,0.154,0.576
-8.636,0.278,0.0387,0.194,0.773
-6.718,0.038,0.0327,0.18,0.305
-5.098,0.177,0.0149,0.112,0.801
-7.051,0.0508,0.164,0.164,0.553
-3.386,0.225,0.0506,0.0693,0.551
-3.486,0.0456,0.157,0.233,0.861
-2.423,0.121,0.121,0.0317,0.845
-4.281,0.0451,0.0476,0.154,0.792
-5.035,0.0288,0.0607,0.163,0.585
-4.23,0.128,0.0239,0.11,0.386
-7.421,0.0797,0.16,0.406,0.617
-4.371,0.0317,0.0659,0.274,0.452
-4.321,0.0696,0.0182,0.256,0.634
-3.892,0.0391,0.203,0.108,0.682
-3.159,0.0638,0.00428,0.197,0.601
-7.059,0.189,0.337,0.115,0.918
-2.99,0.326,0.171,0.07,0.512
-4.146,0.0338,0.000821,0.0982,0.527
-4.13,0.0825,0.000262,0.192,0.215
-5.018,0.349,0.0724,0.0563,0.382
-5.158,0.05,0.0912,0.151,0.818
-3.078,0.0425,0.000334,0.241,0.462
-7.67,0.0323,0.0542,0.112,0.112
-4.061,0.0282,0.0253,0.744,0.418
-6.175,0.222,0.033,0.65,0.485
-4.808,0.0602,0.00153,0.118,0.282
-5.466,0.202,0.151,0.379,0.851
-7.736,0.0502,0.0996,0.224,0.84
-3.871,0.0719,0.00076,0.361,0.172
-4.497,0.0581,0.0109,0.054,0.887
-4.847,0.118,0.00188,0.676,0.702
-4.678,0.0331,0.0137,0.234,0.603
-9.702,0.0341,0.014,0.119,0.0406
-6.884,0.135,0.0468,0.0667,0.755
-5.976,0.0732,0.0572,0.167,0.346
-5.65,0.0763,0.00116,0.112,0.42
-4.758,0.0341,0.0085,0.151,0.937
-3.152,0.0893,0.0451,0.363,0.959
-7.24,0.167,0.154,0.339,0.807
-4.914,0.029,0.00967,0.0833,0.321
-6.166,0.0291,0.428,0.122,0.0923
-3.836,0.0798,0.00221,0.486,0.79
-6.162,0.0709,0.0161,0.261,0.467
-5.564,0.0737,0.358,0.0912,0.611
-4.274,0.0332,0.0659,0.0756,0.251
-6.211,0.0291,0.654,0.195,0.0942
-3.61,0.117,0.0394,0.101,0.588
-4.672,0.0289,0.0825,0.0384,0.691
-7.115,0.0287,0.0954,0.109,0.417
-5.653,0.054,0.00172,0.136,0.374
-6.881,0.346,0.00305,0.439,0.487
-3.774,0.0332,0.266,0.133,0.964
-4.718,0.0322,0.00836,0.0719,0.487
-8.391,0.361,0.64,0.118,0.447
-4.8,0.0438,0.0191,0.373,0.684
-5.036,0.0399,0.431,0.101,0.547
-7.875,0.0374,0.0614,0.115,0.11
-6.007,0.325,0.299,0.614,0.926
-3.887,0.051,0.0448,0.072,0.659
-5.59,0.119,0.0912,0.216,0.762
-3.462,0.0817,0.0296,0.331,0.807
-6.015,0.361,0.207,0.359,0.472
-4.456,0.0459,0.0368,0.184,0.438
-6.09,0.0255,0.291,0.111,0.329
-4.251,0.0506,0.512,0.13,0.549
-4.046,0.131,0.191,0.296,0.452
-8.869,0.049,0.00179,0.0772,0.0756
-6.375,0.0265,0.0873,0.509,0.61
-4.62,0.0787,0.118,0.121,0.787
-5.908,0.0628,0.272,0.0563,0.472
-5.018,0.0486,0.0771,0.131,0.801
-6.852,0.0551,0.009,0.232,0.705
-3.97,0.0311,0.131,0.0772,0.306
-8.164,0.227,0.00301,0.0763,0.761
-5.215,0.052,0.147,0.0713,0.761
-5.611,0.0523,0.00569,0.317,0.844
-2.336,0.0741,0.0431,0.0789,0.692
-5.172,0.0441,0.000941,0.281,0.558
-6.857,0.0735,0.00474,0.324,0.4
-5.983,0.136,0.0515,0.248,0.654
-6.359,0.0653,0.462,0.122,0.803
-4.541,0.0311,0.0264,0.181,0.745
-7.296,0.0339,0.0192,0.0523,0.544
-5.995,0.149,0.0142,0.237,0.8
-5.557,0.0625,0.0465,0.826,0.369
-5.986,0.111,0.0895,0.0618,0.788
-3.124,0.0321,0.00645,0.108,0.716
-5.892,0.0663,0.13,0.13,0.402
-7.448,0.0443,0.285,0.225,0.867
-3.973,0.0438,0.113,0.094,0.397
-1.538,0.392,0.0295,0.46,0.811
-3.527,0.0474,0.258,0.283,0.65
-5.603,0.0439,0.295,0.15,0.446
-5.87,0.0432,0.0167,0.314,0.898
-3.365,0.0362,0.000235,0.0983,0.38
-4.41,0.0397,0.000683,0.0678,0.434
-1.802,0.29,0.281,0.263,0.441
-3.755,0.0363,0.00314,0.0842,0.714
-3.363,0.255,0.071,0.211,0.478
-1.203,0.0792,0.107,0.129,0.67
-3.34,0.22,0.00615,0.253,0.74
-5.089,0.138,0.0206,0.342,0.874
-5.754,0.0447,0.046,0.107,0.265
-3.104,0.0269,0.000969,0.406,0.489
-8.871,0.027,0.459,0.128,0.152
-4.493,0.0321,0.0108,0.0822,0.683
-5.09,0.061,0.00293,0.134,0.0949
-4.614,0.0253,0.0165,0.169,0.498
-5.873,0.0912,0.013,0.0679,0.727
-3.781,0.112,0.0185,0.0677,0.795
-2.571,0.186,0.0864,0.173,0.391
-4.907,0.0299,0.0653,0.195,0.407
-3.912,0.0377,0.0105,0.483,0.747
-4.711,0.19,0.171,0.327,0.589
-4.577,0.0712,0.0355,0.0759,0.968
-3.742,0.254,0.0163,0.189,0.514
-3.919,0.061,0.0476,0.0797,0.879
-4.371,0.0317,0.0659,0.274,0.452
-4.442,0.0889,0.123,0.112,0.629
-3.684,0.0538,0.0115,0.358,0.636
-7.355,0.363,0.428,0.173,0.475
-2.278,0.342,0.249,0.182,0.54
-5.406,0.0511,0.0185,0.0534,0.875
-7.67,0.0323,0.0542,0.112,0.112
-4.893,0.234,0.0171,0.151,0.442
-7.423,0.0473,0.174,0.0614,0.696
-5.507,0.0779,0.0444,0.145,0.711
-6.982,0.0402,0.0447,0.219,0.948
-4.99,0.259,0.0402,0.601,0.47
-2.513,0.0329,0.0192,0.331,0.888
-5.594,0.0458,0.257,0.0589,0.716
-3.716,0.0815,0.0116,0.549,0.628
-5.749,0.0355,8.67E-05,0.092,0.568
-2.771,0.0477,0.000441,0.068,0.682
-5.643,0.0311,0.0874,0.117,0.179
-6.614,0.0321,0.00481,0.317,0.435
-2.528,0.0372,0.0631,0.082,0.762
-5.426,0.103,0.0782,0.139,0.362
-0.276,0.0455,0.00184,0.122,0.905
-4.046,0.0775,0.000202,0.117,0.411
-5.222,0.0601,0.000354,0.133,0.205
-4.914,0.029,0.00967,0.0833,0.321
-6.162,0.0709,0.0161,0.261,0.467
-1.925,0.0448,0.0571,0.0415,0.855
-5.293,0.296,0.0383,0.188,0.272
-3.17,0.141,0.00177,0.16,0.412
-4.865,0.0422,0.123,0.362,0.627
-6.223,0.0366,0.0717,0.115,0.376
-5.971,0.0327,0.0703,0.36,0.656
-5.035,0.0289,0.654,0.218,0.58
-5.767,0.0317,0.568,0.176,0.262
-6.948,0.0404,0.419,0.107,0.522
-5.653,0.054,0.00172,0.136,0.374
-2.673,0.33,0.0951,0.188,0.605
-2.996,0.0757,0.217,0.0768,0.294
-4.667,0.042,0.00112,0.0886,0.47
-3.472,0.0339,0.0178,0.0639,0.37
-5.348,0.0343,0.665,0.11,0.691
-4.939,0.0355,0.0518,0.626,0.416
-4.78,0.16,0.00952,0.171,0.645
-4.424,0.0384,0.164,0.112,0.445
-4.501,0.0333,0.00107,0.106,0.182
-4.075,0.243,0.0897,0.421,0.664
-3.108,0.0346,0.0012,0.098,0.59
-4.006,0.0509,0.0014,0.144,0.424
-8.05,0.0272,0.0275,0.0873,0.455
-5.412,0.0413,0.0187,0.136,0.4
-5.379,0.0422,0.0134,0.0622,0.424
-5.034,0.227,0.241,0.52,0.641
-3.755,0.0363,0.00314,0.0842,0.714
-9.206,0.0793,0.0994,0.065,0.714
-2.718,0.142,0.0991,0.289,0.714
-3.932,0.255,0.00144,0.251,0.375
-3.724,0.0859,0.00379,0.036,0.816
-4.241,0.0432,0.129,0.069,0.611
-3.729,0.0569,0.00446,0.163,0.425
-5.292,0.0286,4.14E-05,0.0867,0.74
-6.079,0.28,0.0798,0.431,0.599
-8.126,0.449,0.00676,0.117,0.778
-5.077,0.0816,0.178,0.0773,0.45
-1.966,0.108,0.000939,0.233,0.506
-6.365,0.112,0.00713,0.0715,0.773
-5.455,0.0818,0.541,0.1,0.751
-6.693,0.113,0.114,0.256,0.272
-0.74,0.147,0.255,0.392,0.295
-3.896,0.0322,0.0346,0.0757,0.586
-4.217,0.0314,0.0327,0.0909,0.568
-6.963,0.365,0.179,0.307,0.412
-2.458,0.0445,0.00023,0.125,0.237
-1.19,0.264,0.529,0.205,0.668
-6.63,0.0462,0.000397,0.375,0.36
-4.496,0.127,0.113,0.0788,0.812
-6.99,0.131,0.209,0.277,0.494
-6.086,0.0712,0.00153,0.207,0.263
-7.798,0.0664,0.0662,0.602,0.436
-3.859,0.138,0.0173,0.362,0.567
-6.572,0.0333,0.0132,0.16,0.636
-5.109,0.11,0.0324,0.0787,0.217
-3.398,0.109,0.0338,0.082,0.654
-6.323,0.0708,0.173,0.168,0.195
-3.911,0.0327,0.0283,0.064,0.473
-4.168,0.0322,0.0543,0.113,0.828
-6.366,0.0391,0.00544,0.241,0.361
-4.188,0.0981,0.0613,0.219,0.534
-4.721,0.032,0.511,0.107,0.0784
-2.919,0.144,0.0287,0.196,0.743
-4.63,0.0474,0.179,0.689,0.625
-5.903,0.0404,0.00521,0.112,0.716
-5.005,0.0464,0.0712,0.0923,0.737
-3.599,0.111,0.0121,0.649,0.163
-3.261,0.296,0.0281,0.143,0.532
-4.706,0.0429,0.0055,0.0583,0.457
-5.283,0.161,0.0205,0.385,0.329
-7.371,0.0393,0.00481,0.0605,0.394
-2.881,0.0878,0.021,0.0594,0.73
-2.552,0.0401,0.0868,0.0403,0.52
-5.81,0.0332,0.198,0.36,0.326
-4.874,0.0424,0.000315,0.216,0.726
-4.493,0.0321,0.0108,0.0822,0.683
-4.024,0.177,0.0436,0.0491,0.557
-4.166,0.0804,0.00564,0.36,0.827
-5.237,0.137,0.0401,0.111,0.535
-4.981,0.141,0.2,0.0939,0.512
-5.89,0.0674,0.00237,0.402,0.658
-6.416,0.0729,0.13,0.238,0.717
-6.977,0.0533,0.00248,0.224,0.418
-3.173,0.115,0.0843,0.424,0.519
-3.616,0.189,0.014,0.161,0.277
-4.15,0.033,0.0266,0.348,0.851
-7.116,0.0333,0.202,0.0873,0.957
-4.285,0.116,0.11,0.0368,0.377
-6.782,0.378,0.172,0.483,0.757
-6.161,0.0305,0.0421,0.12,0.103
-2.959,0.069,0.23,0.0797,0.583
-3.631,0.0343,0.385,0.125,0.539
-6.077,0.044,0.0378,0.122,0.138
-3.614,0.113,0.00453,0.833,0.81
-5.507,0.0779,0.0444,0.145,0.711
-5.611,0.279,0.0109,0.124,0.433
-4.455,0.0573,0.00374,0.358,0.657
-5.85,0.141,0.301,0.144,0.815
-3.292,0.0341,0.049,0.264,0.596
-4.892,0.0644,0.0242,0.102,0.803
-4.262,0.0286,0.000176,0.107,0.352
-4.348,0.356,0.0435,0.578,0.463
-5.022,0.0563,0.352,0.0789,0.783
-3.891,0.0982,0.00681,0.0889,0.756
-5.346,0.0389,0.135,0.324,0.596
-6.005,0.173,0.0209,0.0286,0.738
-4.02,0.146,0.128,0.129,0.578
-4.003,0.0407,0.000665,0.0921,0.841
-3.214,0.0693,0.417,0.211,0.103
-6.163,0.295,0.102,0.191,0.557
-5.814,0.0493,0.386,0.0862,0.743
-4.582,0.0361,0.0162,0.134,0.591
-4.157,0.0451,0.000431,0.378,0.553
-6.403,0.258,0.297,0.206,0.659
-6.797,0.0439,0.0275,0.118,0.472
-7.784,0.0341,0.74,0.118,0.142
-4.433,0.0318,0.0298,0.243,0.316
-4.663,0.0303,0.117,0.334,0.286
-5.576,0.0437,0.00034,0.378,0.739
-2.948,0.0397,0.0273,0.343,0.94
-5.521,0.0343,0.0198,0.313,0.447
-4.663,0.0349,0.0743,0.0966,0.261
-6.611,0.0277,0.348,0.275,0.362
-4.11,0.343,0.0127,0.347,0.787
-5.114,0.0298,0.138,0.0473,0.507
-4.459,0.0475,0.0117,0.315,0.624
-4.168,0.156,0.0206,0.265,0.352
-5.039,0.049,0.141,0.113,0.648
-7.273,0.0542,0.148,0.107,0.245
-3.428,0.0884,0.0434,0.259,0.762
-4.152,0.0468,0.0218,0.143,0.797
-4.733,0.116,0.00377,0.0458,0.933
-5.194,0.0496,0.105,0.0691,0.575
-5.02,0.042,0.0113,0.104,0.833
-3.862,0.0392,0.00334,0.073,0.812
-5.636,0.03,0.0597,0.0826,0.731
-5.069,0.0721,0.0048,0.156,0.746
-2.628,0.0543,0.00166,0.348,0.794
-3.78,0.041,0.00548,0.0948,0.188
-8.685,0.179,0.186,0.105,0.262
-3.078,0.0414,0.055,0.259,0.552
-5.737,0.0395,0.0192,0.0845,0.285
-3.206,0.161,0.191,0.298,0.53
-3.87,0.0469,0.0761,0.0741,0.922
-4.524,0.0675,0.0646,0.271,0.538
-5.252,0.175,0.0181,0.369,0.76
-6.55,0.0414,0.00379,0.332,0.787
-3.293,0.0976,0.0319,0.267,0.796
-3.896,0.0322,0.0346,0.0757,0.586
-3.982,0.0523,0.0294,0.116,0.321
-7.783,0.114,0.0369,0.111,0.594
-3.148,0.0599,0.000915,0.0515,0.701
-3.951,0.0581,0.14,0.0765,0.876
-4.225,0.316,0.1,0.191,0.795
-2.944,0.0535,0.0191,0.0385,0.748
-3.672,0.049,0.0491,0.364,0.375
-1.131,0.0464,0.0184,0.483,0.493
-6.366,0.0391,0.00544,0.241,0.361
-3.541,0.0489,0.000102,0.0404,0.88
-5.399,0.0393,0.0182,0.0658,0.272
-5.747,0.0665,0.0228,0.202,0.45
-3.966,0.1,0.109,0.276,0.258
-4.861,0.0652,0.02,0.134,0.637
-6.761,0.0268,0.0509,0.0833,0.212
-3.796,0.0415,0.00125,0.671,0.765
-3.882,0.0249,0.00408,0.112,0.445
-4.521,0.452,0.0869,0.306,0.397
-5.429,0.304,0.0007,0.318,0.606
-3.499,0.318,0.0536,0.631,0.438
-6.128,0.184,0.0339,0.144,0.538
-6.115,0.0461,0.181,0.267,0.357
-3.873,0.0639,0.0319,0.108,0.452
-4.9,0.0407,0.00987,0.117,0.653
-5.589,0.0418,0.187,0.105,0.266
-4.485,0.0383,0.025,0.108,0.6
-6.096,0.0262,0.00646,0.187,0.674
-4.372,0.146,0.0887,0.283,0.539
-3.201,0.0445,0.000369,0.0934,0.7
-7.598,0.0474,0.0144,0.0759,0.4
-3.284,0.0717,0.0796,0.176,0.221
-8.127,0.1,0.0267,0.191,0.498
-1.921,0.193,0.158,0.3,0.232
-2.959,0.069,0.23,0.0797,0.583
-6.366,0.161,0.0658,0.0843,0.536
-3.689,0.0548,0.00472,0.14,0.877
-5.522,0.0434,0.336,0.223,0.445
-4.712,0.0472,0.00523,0.228,0.402
-2.914,0.24,0.078,0.145,0.52
-2.915,0.0479,0.0843,0.149,0.744
-4.689,0.0806,0.087,0.24,0.794
-5.108,0.161,0.00327,0.331,0.494
-4.339,0.209,0.269,0.601,0.669
-7.094,0.118,0.119,0.391,0.836
-2.125,0.0399,0.0334,0.664,0.759
-3.727,0.0285,0.227,0.157,0.402
-5.849,0.0292,0.145,0.0956,0.965
-7.16,0.106,0.365,0.0917,0.425
-3.945,0.182,0.0294,0.272,0.668
-5.068,0.0352,0.32,0.116,0.658
-5.473,0.192,0.0524,0.0914,0.602
-7.804,0.052,0.0771,0.132,0.645
-8.327,0.245,0.352,0.119,0.144
-5.124,0.0699,0.3,0.0955,0.955
-3.839,0.115,0.0189,0.155,0.65
-6.427,0.0304,0.229,0.146,0.161
-4.736,0.0605,0.0165,0.104,0.345
-8.251,0.028,0.893,0.0996,0.288
-4.523,0.029,0.00112,0.258,0.576
-5.004,0.246,0.203,0.0851,0.9
-4.788,0.0373,0.0422,0.36,0.45
-5.131,0.0385,0.00167,0.121,0.723
-6.477,0.041,0.000323,0.109,0.357
-5.826,0.0307,0.446,0.0998,0.332
-4.977,0.119,0.0764,0.163,0.814
-5.835,0.0439,0.00847,0.161,0.371
-6.883,0.0396,0.00194,0.171,0.333
-4.062,0.0324,0.143,0.0894,0.297
-5.006,0.0838,0.0048,0.029,0.624
-6.142,0.0316,0.726,0.12,0.0886
-4.865,0.0367,0.332,0.104,0.452
-6.611,0.0277,0.348,0.275,0.362
-6.093,0.0418,0.000177,0.108,0.272
-9.217,0.0334,0.82,0.111,0.128
-7.445,0.0267,0.309,0.11,0.161
-4.485,0.0383,0.025,0.108,0.6
-6.548,0.0408,0.0114,0.108,0.66
-5.576,0.075,0.02,0.0849,0.735
-5.208,0.0693,0.000624,0.207,0.622
-3.035,0.0499,0.0124,0.335,0.648
-4.231,0.0672,0.00358,0.329,0.443
-6.864,0.0282,0.417,0.114,0.0789
-2.266,0.0591,0.0488,0.575,0.412
-6.34,0.0916,0.00201,0.223,0.444
-5.542,0.311,0.127,0.349,0.775
-3.435,0.0314,0.0558,0.0844,0.618
-2.302,0.196,0.0145,0.317,0.576
-6.209,0.0965,0.244,0.498,0.68
-5.746,0.0453,0.0208,0.29,0.739
-3.446,0.0445,0.00473,0.145,0.282
-2.634,0.0655,0.0841,0.344,0.393
-3.686,0.0609,0.0403,0.0241,0.591
-7.745,0.404,0.123,0.604,0.26
-2.671,0.0337,0.0884,0.0922,0.427
-9.381,0.406,0.0685,0.173,0.426
-1.569,0.0431,0.00656,0.224,0.476
-4.225,0.316,0.1,0.191,0.795
-2.871,0.286,0.00417,0.091,0.749
-4.805,0.046,0.00498,0.215,0.801
-5.18,0.0973,0.00117,0.179,0.569
-3.689,0.0565,0.015,0.125,0.965
-4.45,0.0534,0.0143,0.0707,0.585
-4.165,0.0431,0.049,0.309,0.867
-5.941,0.0343,0.0462,0.309,0.464
-4.444,0.0688,0.0588,0.306,0.684
-4.92,0.0461,0.00125,0.109,0.393
-4.475,0.0485,0.0409,0.296,0.485
-4.63,0.0355,0.000417,0.0744,0.769
-2.457,0.075,0.135,0.251,0.751
-6.815,0.271,0.0538,0.44,0.217
